idActeur,idFilm,salaire
7167,863,923760.0
7167,10193,2052800.0
7167,301528,1796200.0
7219,550,176400.0
7219,568,145600.0
7248,2034,302400.0
7248,6415,504000.0
7248,384018,1344000.0
7275,2013,34160.0
7275,13045,
7275,277230,
7275,366566,
7275,446044,
7275,478820,
7276,2013,82684.0
7276,7291,
7276,8892,
7276,15362,472480.0
7276,265964,
7276,443401,
7276,491472,
7277,5144,
7277,12717,
7277,15362,96000.0
7278,19268,
7278,20106,
7278,20200,2298.51
7278,25205,
7278,38883,
7278,89899,
7278,544345,
7278,544510,
7279,13735,
7279,31203,
7283,10353,
7283,266040,
7283,411004,
7283,528773,
7285,38883,
7285,51991,
7285,381356,
7285,424619,
7301,3009,
7301,4708,
7372,9342,131860.0
7372,19123,
7399,953,523500.0
7399,10527,1047000.0
7399,80321,1012100.0
7404,404368,943250.0
7404,516525,
7420,602,501900.0
7420,788,167300.0
7447,509,406812.0
7447,676,1356040.0
7447,1422,871740.0
7447,1669,290580.0
7447,2567,1065460.0
7447,3525,271208.0
7447,10527,1452900.0
7470,550,266994.0
7470,6116,105950.0
7471,550,174888.0
7471,3525,77728.0
7471,11185,49968.0
7471,97020,333120.0
7472,550,92610.0
7472,807,48510.0
7473,497,72000.0
7473,550,75600.0
7473,2655,120000.0
7487,1923,23520.0
7487,9992,202272.0
7497,550,462924.0
7497,6415,551100.0
7497,7461,293920.0
7497,141052,2204400.0
7497,363676,440880.0
7497,590017,
7499,550,770364.0
7499,1830,611400.0
7499,1966,1895340.0
7499,297761,2152128.0
7505,9289,143600.0
7505,9487,1723200.0
7517,1452,2590920.0
7517,8065,335860.0
7517,10637,287880.0
7531,1422,279360.0
7531,2567,341440.0
7531,3131,310400.0
7568,4031,
7568,4729,
7568,11912,
7568,11913,
7568,22650,
7568,27430,
7570,3586,41640.0
7570,253639,
7576,63,49560.0
7576,10279,36960.0
7576,10400,84000.0
7624,2293,114948.0
7624,10195,2873700.0
7624,63172,
7624,76338,3256860.0
7624,99861,5364240.0
7624,118340,3256860.0
7624,283995,3831600.0
7624,284053,3448440.0
7624,299534,6820248.0
7624,299536,5747400.0
7624,363088,2682120.0
7624,440762,
7624,567604,
7632,802,7840.0
7632,253639,
7676,9770,213300.0
7676,9944,191970.0
7682,646,3070.4
7682,657,6464.0
7691,2002,12883.0
7691,26338,
7692,26338,
7692,80843,
7693,10795,28548.0
7693,20200,2008.73
7693,21776,
7693,25205,
7693,26338,
7693,31354,
7693,52999,
7693,55976,
7693,121936,36600.0
7693,158423,
7693,456165,
7693,583268,
7694,2003,
7694,26338,
7706,570,
7706,2002,9022.0
7707,570,
7707,551332,
7709,570,
7709,8892,
7796,769,167650.0
7796,2255,1676.5
7796,9686,100590.0
7803,9075,25536.0
7803,16869,85120.0
7868,1844,133188.0
7868,9342,191710.0
7879,862,267840.0
7879,863,803520.0
7879,9487,1071360.0
7882,862,191340.0
7882,863,574020.0
7882,9487,765360.0
7882,10193,1275600.0
7882,301528,1116150.0
7904,920,1365360.0
7904,253639,
7907,862,213540.0
7907,863,640620.0
7907,920,854160.0
7907,9487,854160.0
7907,10193,1423600.0
7907,10540,113888.0
7907,127380,1423600.0
7907,301528,1245650.0
7908,140607,842800.0
7908,546554,137600.0
7911,862,49980.0
7911,863,149940.0
7911,920,199920.0
7911,9487,199920.0
7918,10193,336000.0
7918,301528,294000.0
7932,383498,589600.0
7932,567604,
7960,10193,597600.0
7960,127380,597600.0
8032,6415,90000.0
8032,10027,54000.0
8065,920,144000.0
8065,127380,240000.0
8078,920,144000.0
8078,116711,120000.0
8169,168259,1624500.0
8169,337339,2137500.0
8170,2034,205920.0
8170,8488,320320.0
8170,23830,32032.0
8171,5375,300400.0
8171,168259,570760.0
8171,337339,751000.0
8183,568,562016.0
8183,149509,
8184,568,163488.0
8184,1587,34584.0
8189,114,27440.0
8189,568,101920.0
8191,95,453600.0
8191,568,168480.0
8191,640,168480.0
8191,929,421200.0
8191,49026,810000.0
8197,9045,
8197,9075,101598.0
8197,296098,193520.0
8197,306819,72570.0
8197,381262,
8198,9045,
8198,15036,
8198,34186,
8198,512056,
8205,197796,72204.0
8205,377263,
8210,14,99720.0
8210,157336,1096920.0
8213,14,68040.0
8213,3586,68040.0
8214,14,18000.0
8214,602,90000.0
8224,3131,206000.0
8224,36670,74160.0
8289,9716,332440.0
8289,38167,997320.0
8289,141052,4986600.0
8289,190955,423861.0
8293,1407,
8293,2841,1199534.0
8293,8424,
8293,8736,
8293,25518,
8293,27205,4083520.0
8293,39538,1531320.0
8293,48034,638050.0
8293,49026,6380500.0
8293,97365,393038.8
8293,109443,1276100.0
8293,177645,
8293,190955,650811.0
8293,253639,
8293,309809,1633408.0
8293,338189,255220.0
8293,340357,
8293,382589,456843.8
8293,429070,
8293,542830,
8329,9509,593880.0
8329,117263,593880.0
8329,266040,
8349,640,502736.0
8349,1422,870120.0
8354,1883,104380.0
8354,2263,
8354,31618,58330.0
8395,18,362160.0
8395,466272,382280.0
8396,18,720360.0
8396,155,1480740.0
8396,184,96048.0
8396,818,504252.0
8396,269149,1200600.0
8398,18,108000.0
8398,390062,
8399,18,391500.0
8399,118340,739500.0
8400,18,352800.0
8400,944,548800.0
8436,674,320700.0
8436,2266,27794.0
8436,5375,213800.0
8436,12444,534500.0
8436,145220,106900.0
8437,3586,62790.0
8437,253639,
8447,13291,221628.0
8447,286217,1087992.0
8534,597,3038000.0
8534,2268,2734200.0
8534,5375,1519000.0
8534,9986,1291150.0
8534,32856,789880.0
8534,253639,
8536,597,1008400.0
8536,23168,186554.0
8536,68734,224369.0
8536,273481,151260.0
8540,597,908400.0
8540,9802,340650.0
8541,597,240000.0
8541,340677,15600.0
8545,597,649200.0
8545,9289,32460.0
8591,70,93180.0
8591,85,55908.0
8591,89,149088.0
8591,578,21742.0
8602,6479,1768800.0
8602,48171,436304.0
8602,68724,1356080.0
8606,578,27440.0
8606,657,7840.0
8635,28971,
8635,253639,
8645,62,16656.0
8645,600,23596.0
8645,694,26372.0
8654,509,296688.0
8654,600,120088.0
8654,49026,1766000.0
8655,600,139196.0
8655,807,270204.0
8655,862,245640.0
8655,863,736920.0
8655,10193,1637600.0
8655,10779,245640.0
8657,111,30000.0
8657,600,20400.0
8657,10650,26400.0
8664,600,41480.0
8664,700,67100.0
8665,600,20400.0
8665,8009,19200.0
8666,600,33320.0
8666,209112,490000.0
8668,600,37196.0
8668,707,65640.0
8669,600,20672.0
8669,700,33440.0
8682,120,111600.0
8682,122,112800.0
8687,2048,522960.0
8687,10623,108950.0
8687,10779,130740.0
8691,7461,579680.0
8691,118340,2463640.0
8691,188927,2681020.0
8691,190955,369546.0
8691,283995,2898400.0
8691,299534,5159152.0
8691,299536,4347600.0
8693,70,92280.0
8693,278,76900.0
8693,14462,246080.0
8700,217,222000.0
8700,446354,60000.0
8732,7992,
8732,36108,
8784,612,1012340.0
8784,1995,1663130.0
8784,2268,2603160.0
8784,4147,1156960.0
8784,4836,94003.0
8784,4858,1156960.0
8784,9667,419398.0
8784,10764,2892400.0
8784,13813,462784.0
8784,17578,1880060.0
8784,36557,2169300.0
8784,37724,2892400.0
8784,49849,2357306.0
8784,65754,1301580.0
8784,69668,723100.0
8784,135921,
8784,140607,3543190.0
8784,206647,3543190.0
8784,399170,419398.0
8784,546554,578480.0
8785,612,643020.0
8785,4147,734880.0
8785,4614,624648.0
8785,12444,2296500.0
8785,12445,1148250.0
8785,48171,339882.0
8785,65086,156162.0
8785,71676,523602.0
8785,141052,2755800.0
8785,401981,633834.0
8786,612,188440.0
8786,7461,107680.0
8786,13448,403800.0
8789,612,153160.0
8789,1887,87520.0
8789,2013,30632.0
8789,8892,
8789,10764,437600.0
8789,13726,
8789,15362,175040.0
8789,35552,54700.0
8789,49014,44854.0
8789,53520,
8789,75491,
8789,120467,65640.0
8789,135281,
8789,197082,
8789,214093,
8789,266040,
8789,326597,
8789,399121,
8789,429070,
8789,484482,
8789,491472,
8791,612,257600.0
8791,2013,51520.0
8791,10795,43056.0
8791,17227,
8791,381262,
8857,1878,91575.0
8857,253639,
8873,862,194040.0
8873,863,582120.0
8873,301528,1131900.0
8891,818,707994.0
8891,2976,561900.0
8891,9770,561900.0
8891,18487,1123800.0
8891,253639,
8891,529983,
8924,1452,1099980.0
8924,145220,203700.0
8925,1407,
8925,2013,39032.0
8925,121875,
8925,197082,
8925,334517,
8925,399121,
8925,491472,
8930,671,343000.0
8930,672,274400.0
8930,762,1097.6
8930,4543,
8930,9986,233240.0
8930,15159,
8930,36643,370440.0
8930,36669,384160.0
8937,526,64800.0
8937,11860,187920.0
8945,397,
8945,10210,101794.0
8979,12490,
8979,36643,374760.0
8984,602,2355450.0
8984,638,471090.0
8984,156022,1727330.0
8984,345887,1947172.0
8986,402,192080.0
8986,602,294000.0
8987,602,97800.0
8987,788,32600.0
9013,1248,129500.0
9013,10209,31080.0
9013,32657,246050.0
9013,257785,64750.0
9015,6977,223400.0
9015,12445,1117000.0
9015,404368,1563800.0
9030,955,1084250.0
9030,1402,477070.0
9045,629,22536.0
9045,5375,375600.0
9046,629,30732.0
9046,9992,440492.0
9047,629,18348.0
9047,11092,67276.0
9048,629,26664.0
9048,10195,666600.0
9048,11169,85547.0
9126,4909,
9126,36670,100800.0
9128,8656,105000.0
9128,9075,29400.0
9137,10555,870600.0
9137,253639,
9138,672,656000.0
9138,767,1640000.0
9138,12445,820000.0
9139,8009,24000.0
9139,458423,112500.0
9142,699,78400.0
9142,10047,238000.0
9144,509,105168.0
9144,2084,32552.0
9172,769,49000.0
9172,3525,54880.0
9191,673,573560.0
9191,674,661800.0
9191,675,661800.0
9191,767,1103000.0
9191,12444,1103000.0
9191,12445,551500.0
9191,13885,220600.0
9191,45269,66180.0
9191,241259,750040.0
9192,345,183300.0
9192,458423,211500.0
9193,24,50400.0
9193,393,50400.0
9208,818,289674.0
9208,9289,45980.0
9208,36576,50578.0
9273,640,949520.0
9273,9718,1323850.0
9273,87093,182600.0
9273,141052,5478000.0
9273,168672,730400.0
9273,209112,4565000.0
9275,640,62400.0
9275,9737,22800.0
9277,640,145600.0
9277,9944,126000.0
9277,10354,
9278,640,410904.0
9278,676,1106280.0
9278,32856,410904.0
9278,322240,237060.0
9281,640,1144104.0
9281,5375,2200200.0
9284,640,162760.0
9284,6977,78250.0
9286,638,18000.0
9286,769,30000.0
9289,638,18690.0
9289,807,41118.0
9289,7300,
9290,638,91410.0
9290,8961,792220.0
9291,550,201978.0
9291,638,48090.0
9291,676,448840.0
9291,9631,160300.0
9305,638,21900.0
9305,9619,169360.0
9306,638,42000.0
9306,1018,42000.0
9306,1730,
9309,638,34890.0
9309,9531,90714.0
9309,11185,41868.0
9309,253639,
9313,638,61710.0
9313,9737,78166.0
9437,10022,67200.0
9437,27578,96000.0
9464,20649,109850.0
9464,209112,1098500.0
9560,157336,1042140.0
9560,253639,
9575,953,508200.0
9575,10527,1016400.0
9575,80321,982520.0
9575,423204,271040.0
9599,10386,454580.0
9599,17813,194820.0
9625,607,370620.0
9625,1832,41180.0
9625,12490,
9626,607,1748700.0
9626,608,2720200.0
9626,1887,777200.0
9630,607,108000.0
9630,19123,
9632,607,712980.0
9632,49026,1980500.0
9634,14,18000.0
9634,607,108000.0
9642,1599,353672.0
9642,2288,434052.0
9642,2567,1768360.0
9642,4147,1286080.0
9642,8054,482280.0
9642,39538,964560.0
9642,44826,2732920.0
9642,89455,
9642,120467,482280.0
9657,608,1055880.0
9657,214756,512856.0
9741,1870,
9741,1871,
9741,1875,
9746,4909,
9746,49398,
9765,45368,
9765,48216,
9765,49398,
9765,190880,21042.5
9766,64675,
9766,65449,
9766,121936,32280.0
9766,434273,10760.0
9777,676,1568000.0
9777,4982,1120000.0
9777,6950,560000.0
9777,9557,224000.0
9778,6415,776250.0
9778,47971,879750.0
9780,1883,376584.0
9780,117263,775320.0
9780,299534,3943056.0
9780,334074,221520.0
9805,3586,79620.0
9805,15019,127392.0
9824,11661,203016.0
9824,11958,92280.0
9824,16869,645960.0
9824,31354,
9824,190880,99071.53
9824,325789,230700.0
9824,631143,
9828,293767,226480.0
9828,399361,
9831,10027,254970.0
9831,12490,
9831,71676,322962.0
9871,646,6370.7
9871,61765,
9874,253,21448.0
9874,646,2910.8
9874,657,6128.0
9874,658,7660.0
9874,660,16852.0
9874,667,29108.0
9874,681,22060.8
9874,682,21448.0
9874,691,42896.0
9874,698,104176.0
9877,646,1140.0
9877,657,2400.0
9878,253,22918.0
9878,646,3110.3
9878,657,6548.0
9878,658,8185.0
9878,660,18007.0
9878,667,31103.0
9878,681,23572.8
9878,682,22918.0
9878,691,45836.0
9878,698,111316.0
9878,699,91672.0
9878,700,90035.0
9878,707,98220.0
9878,802,6548.0
9880,9944,380880.0
9880,9986,719440.0
9880,59961,719440.0
9893,510,10800.0
9893,1887,144000.0
9893,2029,
9893,324807,
9901,657,7840.0
9901,658,9800.0
9906,657,4120.0
9906,658,5150.0
9906,660,11330.0
9906,667,19570.0
9906,681,14832.0
9906,682,14420.0
9906,691,28840.0
9906,698,70040.0
9906,699,57680.0
9906,700,56650.0
9906,707,61800.0
9906,710,119480.0
9906,714,226600.0
9906,36643,278100.0
9908,658,6775.0
9908,4708,
9908,9289,27100.0
9908,60194,
9919,660,19910.0
9919,58090,
9920,660,23364.0
9920,5558,
9925,657,5248.0
9925,660,14432.0
9951,660,7634.0
9951,135921,
9976,3131,607600.0
9976,4476,182280.0
10017,95,854280.0
10017,253639,
10074,667,23902.0
10074,681,18115.2
10075,667,14307.0
10075,36557,225900.0
10075,291805,135540.0
10127,676,1447600.0
10127,954,827200.0
10127,1995,1189100.0
10127,14462,827200.0
10127,253639,
10128,676,587440.0
10128,1954,54548.0
10128,333484,377640.0
10132,676,672280.0
10132,3580,264110.0
10132,4614,326536.0
10132,9620,288120.0
10132,10195,720300.0
10134,676,935200.0
10134,7007,267200.0
10135,676,341600.0
10135,1954,31720.0
10137,568,74464.0
10137,676,200480.0
10137,2118,50120.0
10137,10796,70168.0
10138,676,386400.0
10138,1422,248400.0
10138,13223,91080.0
10138,18487,276000.0
10182,954,776960.0
10182,955,1214000.0
10182,1844,640992.0
10182,283995,1942400.0
10205,3525,432040.0
10205,7461,617200.0
10205,127380,3086000.0
10207,7451,193200.0
10207,62213,414000.0
10207,398933,
10208,18,108000.0
10208,714,132000.0
10208,9531,46800.0
10222,253,49770.0
10222,682,49770.0
10222,691,99540.0
10222,698,241740.0
10222,699,199080.0
10222,700,195525.0
10222,707,213300.0
10222,4910,3736.23
10222,6116,177750.0
10222,7010,71100.0
10222,9103,213300.0
10222,9557,142200.0
10222,11286,127980.0
10222,28981,
10222,36576,78210.0
10222,39691,604350.0
10222,79113,
10222,135921,
10222,253639,
10222,463906,
10224,117,30000.0
10224,253,8400.0
10224,682,8400.0
10262,4909,
10262,61226,
10262,358725,
10297,106646,1251800.0
10297,157336,2065470.0
10297,353491,751080.0
10342,682,41006.0
10342,700,161095.0
10360,788,78900.0
10360,9770,157800.0
10430,4597,85440.0
10430,136400,260592.0
10431,4147,749280.0
10431,9667,271614.0
10431,157370,9647.54
10431,273248,412104.0
10431,631143,
10437,1599,189728.0
10437,9906,431200.0
10437,15159,
10459,691,26320.0
10459,9289,18800.0
10460,691,71736.0
10460,698,174216.0
10462,691,27216.0
10462,698,66096.0
10462,699,54432.0
10462,700,53460.0
10462,707,58320.0
10465,691,19432.0
10465,2268,249840.0
10476,698,40800.0
10476,4561,
10486,117,30000.0
10486,402,58800.0
10488,402,58800.0
10488,1551,31200.0
10489,402,139650.0
10489,8065,99750.0
10489,9103,85500.0
10500,699,207144.0
10500,2110,113189.4
10500,5781,
10500,8434,
10500,9686,110970.0
10500,21788,
10500,25500,
10500,38438,
10500,38883,
10500,44710,
10500,48524,
10500,52366,
10500,58090,
10500,62029,
10500,63229,
10500,64567,
10500,144566,
10500,211923,
10500,298614,
10500,489415,
10500,595867,
10507,699,70168.0
10507,9289,25060.0
10513,700,33000.0
10513,707,36000.0
10531,10098,324.0
10531,47653,
10531,53430,
10580,1991,90000.0
10580,59961,306000.0
10580,285923,241200.0
10648,710,80272.0
10648,36643,186840.0
10654,699,47040.0
10654,11834,
10655,671,150000.0
10655,672,120000.0
10655,1995,138000.0
10655,9289,12000.0
10655,12445,150000.0
10657,272,485400.0
10657,667,30742.0
10657,691,45304.0
10657,935,5824.8
10657,62213,485400.0
10669,10193,753600.0
10669,135921,
10669,301528,659400.0
10671,75,263200.0
10671,710,218080.0
10671,714,413600.0
10672,7978,370200.0
10672,325789,61700.0
10691,6479,505800.0
10691,475557,185460.0
10696,710,391152.0
10696,135921,
10696,529983,
10697,345,214630.0
10697,710,191516.0
10697,6116,82550.0
10698,710,327700.0
10698,2140,141250.0
10698,2841,265550.0
10698,6016,
10698,9322,48243.66
10698,9737,107350.0
10698,10047,480250.0
10698,15097,
10698,17227,
10698,56415,
10699,710,133748.0
10699,714,253660.0
10699,36643,311310.0
10699,36669,322840.0
10699,595985,6226.2
10701,710,162400.0
10701,15019,67200.0
10701,68727,56000.0
10701,379149,98000.0
10707,762,1477.6
10707,4543,
10713,762,1990.4
10713,4543,
10722,762,1489.6
10722,4543,
10727,1735,485460.0
10727,10400,167400.0
10730,1268,108600.0
10730,36670,156384.0
10732,68,18000.0
10732,671,150000.0
10732,1245,13800.0
10733,762,1370.4
10733,2984,11991.0
10733,4543,
10739,9499,
10739,10279,236016.0
10744,424,63580.0
10744,714,317900.0
10744,83542,294780.0
10744,99770,176290.0
10744,190880,31026.95
10746,714,303600.0
10746,15159,
10748,714,283360.0
10748,11820,167440.0
10774,1955,34610.0
10774,253639,
10777,36643,812160.0
10777,48171,222592.0
10779,1735,875800.0
10779,11515,302000.0
10779,36643,815400.0
10814,1713,77812.0
10814,7007,222320.0
10814,138103,500220.0
10823,9667,86710.0
10823,10184,119600.0
10841,1268,67300.0
10841,2502,201900.0
10847,2395,257519.06
10847,68726,476640.0
10849,954,174720.0
10849,8698,170352.0
10859,59961,1900940.0
10859,383498,2460040.0
10859,384018,4472800.0
10859,567604,
10882,36669,2330720.0
10882,107985,332960.0
10882,135921,
10882,210577,1015528.0
10883,36669,756000.0
10883,117263,378000.0
10883,399579,918000.0
10912,2268,1447560.0
10912,36557,1206300.0
10912,62213,1206300.0
10916,21435,
10916,36557,229800.0
10916,45368,
10917,2011,22717.6
10917,11958,31120.0
10917,18940,46680.0
10917,21382,
10917,30432,31120.0
10917,36557,466800.0
10917,222230,
10917,285387,
10917,544510,
10917,583268,
10942,85,22320.0
10942,87,34720.0
10942,89,59520.0
10942,185,2728.0
10942,36670,44640.0
10959,217,1899210.0
10959,2048,1231920.0
10978,671,632750.0
10978,672,506200.0
10978,673,658060.0
10978,674,759300.0
10978,675,759300.0
10978,767,1265500.0
10978,879,354340.0
10978,12445,632750.0
10980,671,1985500.0
10980,672,1588400.0
10980,673,2064920.0
10980,674,2382600.0
10980,675,2382600.0
10980,767,3971000.0
10980,12444,3971000.0
10980,12445,1985500.0
10980,65086,270028.0
10980,149509,
10980,157370,16361.47
10980,212716,174724.0
10980,228066,635360.0
10980,271718,555940.0
10980,291805,1429560.0
10980,347031,47652.0
10980,366668,1191300.0
10980,374617,
10980,390062,
10980,457335,
10981,671,196500.0
10981,672,157200.0
10981,673,204360.0
10981,675,235800.0
10981,12444,393000.0
10981,50512,55020.0
10982,671,182500.0
10982,672,146000.0
10982,673,189800.0
10982,675,219000.0
10982,12444,365000.0
10983,671,392500.0
10983,672,314000.0
10983,673,408200.0
10983,675,471000.0
10983,9443,17270.0
10983,12444,785000.0
10983,44826,533800.0
10984,68,18000.0
10984,671,150000.0
10984,11834,
10984,36670,43200.0
10986,671,150000.0
10986,672,120000.0
10987,607,124560.0
10987,671,173000.0
10987,818,87192.0
10987,1878,25604.0
10987,8054,41520.0
10988,671,256250.0
10988,672,205000.0
10988,673,266500.0
10988,674,307500.0
10988,675,307500.0
10988,767,512500.0
10988,12444,512500.0
10988,12445,256250.0
10989,671,929000.0
10989,672,743200.0
10989,673,966160.0
10989,674,1114800.0
10989,675,1114800.0
10989,767,1858000.0
10989,12444,1858000.0
10989,12445,929000.0
10990,671,2098250.0
10990,672,1678600.0
10990,673,2182180.0
10990,674,2517900.0
10990,675,2517900.0
10990,767,4196500.0
10990,12444,4196500.0
10990,12445,2098250.0
10990,86834,2098250.0
10991,671,715750.0
10991,672,572600.0
10991,673,744380.0
10991,674,858900.0
10991,675,858900.0
10991,767,1431500.0
10991,12444,1431500.0
10991,12445,715750.0
10992,671,303500.0
10992,672,242800.0
10992,673,315640.0
10992,675,364200.0
10992,12445,303500.0
10993,671,520750.0
10993,672,416600.0
10993,673,541580.0
10993,674,624900.0
10993,675,624900.0
10993,767,1041500.0
10993,12444,1041500.0
10993,12445,520750.0
11006,1452,1827900.0
11006,2976,338500.0
11006,39691,575450.0
11006,72784,94780.0
11006,109443,338500.0
11006,136400,412970.0
11022,1429,7090.0
11022,11169,27296.5
11040,18480,52080.0
11040,65754,111600.0
11040,401200,24800.0
11059,1878,24272.0
11059,3586,19680.0
11064,2118,232400.0
11064,2503,464800.0
11064,10210,73040.0
11066,5915,78720.0
11066,55787,199424.0
11076,177,67200.0
11076,9487,336000.0
11076,10395,196000.0
11107,89455,
11107,157370,6147.4
11107,271736,
11107,382589,106827.2
11108,17578,2210000.0
11108,107985,340000.0
11108,140607,4165000.0
11108,188927,3145000.0
11108,285923,1139000.0
11109,17578,749060.0
11109,107985,115240.0
11115,118340,487560.0
11115,145220,143400.0
11148,2502,477150.0
11148,2503,445340.0
11154,63,179478.0
11154,2567,669240.0
11154,56715,
11159,920,582000.0
11159,285923,324950.0
11160,7451,724640.0
11160,145220,517600.0
11160,285923,693584.0
11161,68718,196000.0
11161,285923,131320.0
11179,671,372500.0
11179,672,298000.0
11179,12445,372500.0
11180,671,394000.0
11180,672,315200.0
11180,673,409760.0
11180,674,472800.0
11180,675,472800.0
11180,767,788000.0
11180,12445,394000.0
11180,107985,63040.0
11181,672,501600.0
11181,299536,1504800.0
11181,392044,275880.0
11183,671,405000.0
11183,672,324000.0
11184,671,959500.0
11184,672,767600.0
11184,673,997880.0
11184,674,1151400.0
11184,675,1151400.0
11184,767,1919000.0
11184,12444,1919000.0
11184,12445,959500.0
11184,140607,1880620.0
11184,420809,652460.0
11185,671,262000.0
11185,672,209600.0
11187,760,
11187,761,
11187,1870,
11187,1871,
11187,1875,
11187,2462,
11187,2798,
11187,4727,
11187,4728,
11187,4729,
11187,8290,
11187,9317,
11187,10516,
11187,11912,
11187,11913,
11187,11914,
11187,11915,
11187,14257,
11187,19178,
11187,19548,
11187,25866,3671.71
11187,245484,
11188,760,
11188,4708,
11189,760,
11189,22183,
11189,44450,
11189,44453,
11191,760,
11191,12089,
11191,34280,
11191,62790,
11192,760,
11192,10939,
11192,38883,
11192,50216,
11192,63172,
11192,514239,
11192,590017,
11193,423,113400.0
11193,760,
11194,760,
11194,44450,
11194,44453,
11207,673,1774240.0
11207,675,2047200.0
11207,767,3412000.0
11207,8840,777936.0
11207,12444,3412000.0
11207,12445,1706000.0
11207,141052,4094400.0
11207,146216,1146432.0
11207,157834,116008.0
11207,297762,2033552.0
11212,671,207000.0
11212,672,165600.0
11212,673,215280.0
11212,674,248400.0
11212,675,248400.0
11212,767,414000.0
11212,12444,414000.0
11212,12445,207000.0
11214,761,
11214,24260,
11214,49398,
11214,52557,
11214,53179,
11214,54147,
11214,58833,
11214,59959,
11214,61852,
11214,62790,
11214,63172,
11214,63229,
11214,64504,
11214,64675,
11214,67754,
11214,71056,
11214,77673,
11214,138573,
11214,192324,
11214,669778,
11216,761,
11216,2721,
11216,24260,
11216,48769,5040.0
11216,61226,
11217,761,
11217,2462,
11217,2798,
11217,4729,
11217,9317,
11217,11913,
11217,11915,
11217,37645,77760.0
11220,761,
11220,40415,
11221,761,
11221,60175,
11223,761,
11223,8071,
11223,60194,
11275,6116,104350.0
11275,241259,709580.0
11276,1245,32200.0
11276,1966,434000.0
11276,3131,280000.0
11276,10764,560000.0
11276,146216,235200.0
11279,1116,35945.0
11279,65086,94010.0
11288,674,1175400.0
11288,23169,125376.0
11288,49014,160638.0
11288,55787,297768.0
11291,674,494400.0
11291,12444,824000.0
11291,12445,412000.0
11291,44710,
11334,120,129084.0
11334,763,4164.0
11334,1024,6940.0
11335,763,3600.0
11335,9986,102000.0
11355,95,1073240.0
11355,672,766600.0
11355,674,1149900.0
11355,675,1149900.0
11355,8840,436962.0
11355,12444,1916500.0
11355,12445,958250.0
11355,285923,513622.0
11355,325789,191650.0
11356,675,1025400.0
11356,12444,1709000.0
11356,420809,581060.0
11367,9800,146484.0
11367,11092,123948.0
11367,446354,281700.0
11370,6116,123750.0
11370,18480,207900.0
11397,87,105952.0
11397,2140,94600.0
11397,4982,378400.0
11398,676,578760.0
11398,7007,165360.0
11477,769,95950.0
11477,8470,138168.0
11477,145220,191900.0
11478,769,121000.0
11478,253639,
11480,238,20568.0
11480,769,85700.0
11485,769,64700.0
11485,1713,36232.0
11486,769,209250.0
11486,1713,117180.0
11486,1883,284580.0
11486,7980,544050.0
11486,9737,159030.0
11486,10279,184140.0
11486,10555,627750.0
11486,20649,209250.0
11512,771,46800.0
11512,9944,117000.0
11512,31618,49400.0
11519,114,20384.0
11519,771,26208.0
11535,37454,
11535,43360,
11541,777,
11541,29415,
11543,777,
11543,26252,
11544,777,
11544,4235,
11544,4680,
11544,11912,
11544,19178,
11544,22650,
11544,26252,
11544,27053,
11544,27430,
11544,29415,
11544,33998,
11544,37454,
11544,43360,
11544,44256,
11544,45802,
11544,46326,
11544,59434,
11544,76644,
11544,76772,
11544,144726,
11548,777,
11548,26252,
11550,777,
11550,2721,
11661,9499,
11661,17813,259920.0
11662,1832,73200.0
11662,2255,1830.0
11662,2293,43920.0
11662,2294,161040.0
11662,440762,
11669,9992,422260.0
11669,26505,427170.0
11677,2048,336000.0
11677,2085,70000.0
11677,10431,70000.0
11677,47971,238000.0
11677,68724,322000.0
11701,1966,2582300.0
11701,1995,1915900.0
11701,2310,1166200.0
11701,3580,916300.0
11701,10555,1249500.0
11701,253639,
11701,420809,1416100.0
11703,20912,71440.0
11703,68718,893000.0
11764,330,180018.0
11764,1730,
11782,11286,93528.0
11782,68734,231222.0
11794,483,15960.0
11794,793,10080.0
11794,1923,16800.0
11803,629,26256.0
11803,2034,196920.0
11851,10395,178920.0
11851,228194,56232.0
11855,65754,585180.0
11855,241259,1105340.0
11856,3131,403800.0
11856,7984,52494.0
11856,253639,
11857,1955,23910.0
11857,8840,272574.0
11857,9443,26301.0
11870,8871,784494.0
11870,11631,331656.0
11870,458423,478350.0
11885,807,302412.0
11885,8010,274920.0
11885,9802,687300.0
11885,94348,412380.0
11953,11661,34584.0
11953,334074,31440.0
11989,4191,2091.6
11989,4680,
11989,56648,
12021,9686,43050.0
12021,9992,246820.0
12021,26505,249690.0
12041,2501,616080.0
12041,2502,770100.0
12041,2503,718760.0
12041,11820,667420.0
12041,324668,1232160.0
12044,674,414300.0
12044,181283,138100.0
12052,807,473946.0
12052,818,904806.0
12052,879,1005340.0
12052,39538,861720.0
12052,299534,5112872.0
12052,299536,4308600.0
12054,807,104808.0
12054,10396,73048.0
12055,807,122496.0
12055,9620,222720.0
12073,808,424440.0
12073,818,445662.0
12073,16869,495180.0
12073,135921,
12074,808,730320.0
12074,9944,547740.0
12074,157336,2008380.0
12074,302946,535568.0
12077,808,152160.0
12077,14411,152160.0
12080,808,98160.0
12080,953,122700.0
12080,10527,245400.0
12080,14411,98160.0
12080,80321,237220.0
12095,808,132360.0
12095,953,165450.0
12097,808,240600.0
12097,953,300750.0
12097,10527,601500.0
12097,80321,581450.0
12098,808,88800.0
